"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0071453","cellular response to oxygen levels","5/48","183/18860",0.0273224043715847,10.7354280510018,6.6848166634386,9.94293835849748e-05,0.00211881376701433,0.00118092654001717,"STAT3/FOS/HIF1A/MAP2K1/PTPN1",5
"BP","GO:0009410","response to xenobiotic stimulus","7/48","443/18860",0.0158013544018059,6.20861550037622,5.60372974373578,0.000120519144360492,0.0025456571456816,0.00141882884278023,"SNCA/NQO1/FOS/PNP/CD38/KCNH2/CCND1",7
"BP","GO:0045766","positive regulation of angiogenesis","5/48","191/18860",0.0261780104712042,10.2857766143106,6.51533650931119,0.000121574157704894,0.0025456571456816,0.00141882884278023,"STAT3/SERPINE1/FGF1/HIF1A/ACVRL1",5
"BP","GO:0002292","T cell differentiation involved in immune response","4/48","101/18860",0.0396039603960396,15.5610561056106,7.41158654735406,0.00012579715974101,0.00261137552289958,0.00145545715671313,"SOCS3/STAT3/JAK2/RIPK2",4
"BP","GO:1903580","positive regulation of ATP metabolic process","3/48","39/18860",0.0769230769230769,30.224358974359,9.22823008043592,0.000132577608902915,0.00270179455371976,0.00150585244622866,"STAT3/HIF1A/MAP2K1",3
"BP","GO:0046651","lymphocyte proliferation","6/48","312/18860",0.0192307692307692,7.55608974358974,5.89842561794753,0.00013358363487416,0.00270179455371976,0.00150585244622866,"CDKN1A/PLA2G2A/JAK2/PNP/CD38/RIPK2",6
"BP","GO:1904018","positive regulation of vasculature development","5/48","195/18860",0.0256410256410256,10.0747863247863,6.43431295327871,0.000133975078496864,0.00270179455371976,0.00150585244622866,"STAT3/SERPINE1/FGF1/HIF1A/ACVRL1",5
"BP","GO:0010720","positive regulation of cell development","7/48","451/18860",0.0155210643015521,6.09848484848485,5.53575382757354,0.000134640924603975,0.00270179455371976,0.00150585244622866,"FOS/MME/CCR1/PNP/HIF1A/MAP2K1/RIPK2",7
"BP","GO:0030100","regulation of endocytosis","6/48","318/18860",0.0188679245283019,7.41352201257862,5.82631988487155,0.000148184126307739,0.0029489865797441,0.00164362558540555,"SNCA/CD14/STAT3/SERPINE1/PTPN1/EPHA3",6
"BP","GO:0008217","regulation of blood pressure","5/48","203/18860",0.0246305418719212,9.67775041050903,6.27909034583099,0.000161669601416406,0.00319045406393198,0.001778208135825,"MME/ANPEP/EDNRB/PTPN1/ACVRL1",5
"BP","GO:0010507","negative regulation of autophagy","4/48","108/18860",0.037037037037037,14.5524691358025,7.13458918845892,0.000162978732824618,0.00319045406393198,0.001778208135825,"SNCA/STAT3/BCL2L1/MET",4
"BP","GO:0045981","positive regulation of nucleotide metabolic process","3/48","42/18860",0.0714285714285714,28.0654761904762,8.86984538515112,0.000165647999568793,0.00319045406393198,0.001778208135825,"STAT3/HIF1A/MAP2K1",3
"BP","GO:1900544","positive regulation of purine nucleotide metabolic process","3/48","42/18860",0.0714285714285714,28.0654761904762,8.86984538515112,0.000165647999568793,0.00319045406393198,0.001778208135825,"STAT3/HIF1A/MAP2K1",3
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","4/48","109/18860",0.036697247706422,14.4189602446483,7.09712349307864,0.000168872796719802,0.00319045406393198,0.001778208135825,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0072526","pyridine-containing compound catabolic process","4/48","109/18860",0.036697247706422,14.4189602446483,7.09712349307864,0.000168872796719802,0.00319045406393198,0.001778208135825,"STAT3/PNP/HIF1A/LDHA",4
"BP","GO:0007162","negative regulation of cell adhesion","6/48","326/18860",0.0184049079754601,7.23159509202454,5.73305239941528,0.000169592242601035,0.00319045406393198,0.001778208135825,"SERPINE1/PLA2G2A/JAK2/MAP2K1/PTPN1/ACVRL1",6
"BP","GO:0046631","alpha-beta T cell activation","5/48","206/18860",0.0242718446601942,9.53681229773463,6.22308625272624,0.000173112314854258,0.00323142987727948,0.00180104611537477,"SOCS3/STAT3/JAK2/PNP/RIPK2",5
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","4/48","111/18860",0.036036036036036,14.1591591591592,7.02365285689264,0.000181121051630769,0.00328027521555541,0.0018282701957655,"SOCS3/STAT3/JAK2/RIPK2",4
"BP","GO:0045639","positive regulation of myeloid cell differentiation","4/48","111/18860",0.036036036036036,14.1591591591592,7.02365285689264,0.000181121051630769,0.00328027521555541,0.0018282701957655,"STAT3/FOS/CCR1/HIF1A",4
"BP","GO:0090398","cellular senescence","4/48","111/18860",0.036036036036036,14.1591591591592,7.02365285689264,0.000181121051630769,0.00328027521555541,0.0018282701957655,"CDKN1A/MAPK10/MAP2K1/CDK2",4
"BP","GO:0060326","cell chemotaxis","6/48","330/18860",0.0181818181818182,7.14393939393939,5.68759478309212,0.000181177991556839,0.00328027521555541,0.0018282701957655,"ALOX5/SERPINE1/FGF1/CCR1/EDNRB/MET",6
"BP","GO:0006935","chemotaxis","7/48","474/18860",0.0147679324894515,5.80256680731364,5.34910868087244,0.000182909880472068,0.00328691785206523,0.00183197248705332,"ALOX5/SERPINE1/FGF1/CCR1/EDNRB/MAP2K1/MET",7
"BP","GO:0003073","regulation of systemic arterial blood pressure","4/48","112/18860",0.0357142857142857,14.0327380952381,6.98762629783432,0.00018747996014512,0.00332331716060603,0.00185225973936558,"MME/ANPEP/EDNRB/PTPN1",4
"BP","GO:0042330","taxis","7/48","476/18860",0.0147058823529412,5.7781862745098,5.33345961587327,0.000187695653589045,0.00332331716060603,0.00185225973936558,"ALOX5/SERPINE1/FGF1/CCR1/EDNRB/MAP2K1/MET",7
"BP","GO:0090276","regulation of peptide hormone secretion","5/48","211/18860",0.023696682464455,9.3108214849921,6.13225026867516,0.000193548764883492,0.00336078063444655,0.00187314010706389,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0032355","response to estradiol","4/48","113/18860",0.0353982300884956,13.9085545722714,6.95205839004809,0.00019399854991199,0.00336078063444655,0.00187314010706389,"STAT3/CD38/GHR/CCND1",4
"BP","GO:0032760","positive regulation of tumor necrosis factor production","4/48","113/18860",0.0353982300884956,13.9085545722714,6.95205839004809,0.00019399854991199,0.00336078063444655,0.00187314010706389,"CD14/STAT3/JAK2/RIPK2",4
"BP","GO:0097193","intrinsic apoptotic signaling pathway","6/48","335/18860",0.017910447761194,7.03731343283582,5.63182929249883,0.000196532398968634,0.0033803572622605,0.00188405119312036,"CDKN1A/JAK2/HIF1A/MAP2K1/BCL2L1/PTPN1",6
"BP","GO:0030073","insulin secretion","5/48","213/18860",0.0234741784037559,9.22339593114241,6.09675833834914,0.000202219964165138,0.00345351541638051,0.00192482608667825,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","4/48","115/18860",0.0347826086956522,13.6666666666667,6.88225886068119,0.000207524309337805,0.00351914462595377,0.00196140470278504,"HIF1A/MAP2K1/BCL2L1/PTPN1",4
"BP","GO:0002791","regulation of peptide secretion","5/48","215/18860",0.0232558139534884,9.13759689922481,6.06173118355186,0.000211184759552001,0.00355617413287566,0.00198204319785647,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0032611","interleukin-1 beta production","4/48","116/18860",0.0344827586206897,13.5488505747126,6.84800815260823,0.000214536269160448,0.00355930477629558,0.00198378807036932,"STAT3/JAK2/CASP1/RIPK2",4
"BP","GO:0032651","regulation of interleukin-1 beta production","4/48","116/18860",0.0344827586206897,13.5488505747126,6.84800815260823,0.000214536269160448,0.00355930477629558,0.00198378807036932,"STAT3/JAK2/CASP1/RIPK2",4
"BP","GO:0071354","cellular response to interleukin-6","3/48","46/18860",0.0652173913043478,25.625,8.44650510872994,0.000217477343445773,0.00355930477629558,0.00198378807036932,"SOCS3/STAT3/JAK2",3
"BP","GO:0140448","signaling receptor ligand precursor processing","3/48","46/18860",0.0652173913043478,25.625,8.44650510872994,0.000217477343445773,0.00355930477629558,0.00198378807036932,"MME/ANPEP/CASP1",3
"BP","GO:0090087","regulation of peptide transport","5/48","217/18860",0.0230414746543779,9.05337941628264,6.02715820661901,0.000220449788051163,0.00355930477629558,0.00198378807036932,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0000077","DNA damage checkpoint signaling","4/48","117/18860",0.0341880341880342,13.4330484330484,6.81417789981778,0.000221717490217748,0.00355930477629558,0.00198378807036932,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","4/48","117/18860",0.0341880341880342,13.4330484330484,6.81417789981778,0.000221717490217748,0.00355930477629558,0.00198378807036932,"CD14/STAT3/JAK2/RIPK2",4
"BP","GO:0048545","response to steroid hormone","6/48","343/18860",0.0174927113702624,6.8731778425656,5.54494652652275,0.000223224323323118,0.00355976271895409,0.00198404330593918,"FOS/JAK2/CD38/MAP2K1/GHR/CCND1",6
"BP","GO:0001990","regulation of systemic arterial blood pressure by hormone","3/48","47/18860",0.0638297872340425,25.0797872340426,8.34901055999945,0.000231890972307676,0.00367364119287423,0.00204751377903246,"MME/ANPEP/EDNRB",3
"BP","GO:0050679","positive regulation of epithelial cell proliferation","5/48","222/18860",0.0225225225225225,8.84947447447447,5.94264625454096,0.00024497004706369,0.00385547629627036,0.00214886006196219,"STAT3/FGF1/HIF1A/CCND1/ACVRL1",5
"BP","GO:0001774","microglial cell activation","3/48","48/18860",0.0625,24.5572916666667,8.25450351116302,0.000246909197724579,0.00386076200078432,0.00215180606356007,"SNCA/CTSC/JAK2",3
"BP","GO:0010038","response to metal ion","6/48","351/18860",0.0170940170940171,6.71652421652422,5.46080403746054,0.000252702772681693,0.00392585984914527,0.00218808852406899,"SNCA/FOS/ALOX5AP/HIF1A/MT2A/CCND1",6
"BP","GO:1902749","regulation of cell cycle G2/M phase transition","4/48","122/18860",0.0327868852459016,12.8825136612022,6.65103271756466,0.000260247372386218,0.00401715174811547,0.00223897030899074,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:1903426","regulation of reactive oxygen species biosynthetic process","3/48","49/18860",0.0612244897959184,24.0561224489796,8.16283150842335,0.000262542902560475,0.00402677267111863,0.00224433255624945,"SNCA/STAT3/ALOX5",3
"BP","GO:0071214","cellular response to abiotic stimulus","6/48","355/18860",0.0169014084507042,6.64084507042254,5.41971272875589,0.000268550069849682,0.00406709791319518,0.00226680793815521,"CDKN1A/BLM/MME/SLC2A1/BCL2L1/CASP1",6
"BP","GO:0104004","cellular response to environmental stimulus","6/48","355/18860",0.0169014084507042,6.64084507042254,5.41971272875589,0.000268550069849682,0.00406709791319518,0.00226680793815521,"CDKN1A/BLM/MME/SLC2A1/BCL2L1/CASP1",6
"BP","GO:0070741","response to interleukin-6","3/48","50/18860",0.06,23.575,8.07385280115139,0.000278802880756315,0.00419598335538254,0.00233864258529146,"SOCS3/STAT3/JAK2",3
"BP","GO:0007249","canonical NF-kappaB signal transduction","6/48","359/18860",0.0167130919220056,6.56685236768802,5.37925076925256,0.000285170743012358,0.00426374376846371,0.00237640903339361,"STAT3/CCR1/EDNRB/NAMPT/CASP1/RIPK2",6
"BP","GO:0010810","regulation of cell-substrate adhesion","5/48","230/18860",0.0217391304347826,8.54166666666667,5.81282552565657,0.000288460082605407,0.00426374376846371,0.00237640903339361,"SERPINE1/JAK2/PTPN1/EPHA3/ACVRL1",5
"BP","GO:0062012","regulation of small molecule metabolic process","6/48","360/18860",0.0166666666666667,6.54861111111111,5.36923159745085,0.000289449859338027,0.00426374376846371,0.00237640903339361,"SNCA/STAT3/FGF1/EPHX2/HIF1A/MAP2K1",6
"BP","GO:0042742","defense response to bacterium","6/48","361/18860",0.0166204986149584,6.53047091412742,5.3592504277737,0.000293779393329668,0.00426374376846371,0.00237640903339361,"SERPINE1/PLA2G2A/ADAMTS4/CASP1/PIM1/RIPK2",6
"BP","GO:0031570","DNA integrity checkpoint signaling","4/48","126/18860",0.0317460317460317,12.473544973545,6.52724780442304,0.000294366577798075,0.00426374376846371,0.00237640903339361,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0002269","leukocyte activation involved in inflammatory response","3/48","51/18860",0.0588235294117647,23.1127450980392,7.98743539388629,0.000295699837763056,0.00426374376846371,0.00237640903339361,"SNCA/CTSC/JAK2",3
"BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","3/48","51/18860",0.0588235294117647,23.1127450980392,7.98743539388629,0.000295699837763056,0.00426374376846371,0.00237640903339361,"ALOX5/BCL2L1/PTPN1",3
"BP","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","5/48","232/18860",0.021551724137931,8.4680316091954,5.78135302262041,0.000300195188616642,0.00430279770350521,0.00239817584891115,"STAT3/EDNRB/NAMPT/CASP1/RIPK2",5
"BP","GO:0045765","regulation of angiogenesis","6/48","365/18860",0.0164383561643836,6.45890410958904,5.31970064438289,0.000311610186642868,0.00443998419784631,0.0024746371097456,"STAT3/ALOX5/SERPINE1/FGF1/HIF1A/ACVRL1",6
"BP","GO:0034341","response to type II interferon","4/48","129/18860",0.0310077519379845,12.1834625322997,6.43803189927758,0.000321981986324435,0.00456078013570141,0.00254196304992975,"SNCA/JAK2/CASP1/PIM1",4
"BP","GO:0072593","reactive oxygen species metabolic process","5/48","237/18860",0.0210970464135021,8.2893811533052,5.7043015372526,0.000331120949237422,0.00466280260680533,0.00259882554803147,"SNCA/STAT3/ALOX5/CDKN1A/NQO1",5
"BP","GO:0070391","response to lipoteichoic acid","2/48","11/18860",0.181818181818182,71.4393939393939,11.804028785562,0.000343782874118693,0.00476265907752274,0.00265448082000415,"CD14/RIPK2",2
"BP","GO:0071223","cellular response to lipoteichoic acid","2/48","11/18860",0.181818181818182,71.4393939393939,11.804028785562,0.000343782874118693,0.00476265907752274,0.00265448082000415,"CD14/RIPK2",2
"BP","GO:0010594","regulation of endothelial cell migration","5/48","239/18860",0.0209205020920502,8.22001394700139,5.67411261206715,0.000344145631017008,0.00476265907752274,0.00265448082000415,"FGF1/HIF1A/MET/HDAC9/ACVRL1",5
"BP","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","3/48","54/18860",0.0555555555555556,21.8287037037037,7.74236015880669,0.000350318317855442,0.00482038005369088,0.00268665176099662,"MME/ANPEP/EDNRB",3
"BP","GO:0031401","positive regulation of protein modification process","6/48","375/18860",0.016,6.28666666666667,5.22336408483917,0.000359926864596021,0.00489663214659446,0.00272915106963977,"CDKN1A/FGF1/JAK2/MAP2K1/PIM1/RIPK2",6
"BP","GO:1901342","regulation of vasculature development","6/48","375/18860",0.016,6.28666666666667,5.22336408483917,0.000359926864596021,0.00489663214659446,0.00272915106963977,"STAT3/ALOX5/SERPINE1/FGF1/HIF1A/ACVRL1",6
"BP","GO:0072538","T-helper 17 type immune response","3/48","55/18860",0.0545454545454545,21.4318181818182,7.66503522513463,0.000369868489878319,0.00497566102584913,0.00277319802760869,"SOCS3/STAT3/JAK2",3
"BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","3/48","55/18860",0.0545454545454545,21.4318181818182,7.66503522513463,0.000369868489878319,0.00497566102584913,0.00277319802760869,"STAT3/CCR1/JAK2",3
"BP","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","4/48","135/18860",0.0296296296296296,11.641975308642,6.26816877883822,0.000382715107002362,0.00501450051494393,0.00279484532110225,"SOCS3/STAT3/JAK2/GHR",4
"BP","GO:2001234","negative regulation of apoptotic signaling pathway","5/48","245/18860",0.0204081632653061,8.0187074829932,5.58561668299408,0.000385559737980776,0.00501450051494393,0.00279484532110225,"SERPINE1/HIF1A/MAP2K1/BCL2L1/PTPN1",5
"BP","GO:0061900","glial cell activation","3/48","56/18860",0.0535714285714286,21.0491071428571,7.58973116163597,0.000390107855656396,0.00501450051494393,0.00279484532110225,"SNCA/CTSC/JAK2",3
"BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","3/48","56/18860",0.0535714285714286,21.0491071428571,7.58973116163597,0.000390107855656396,0.00501450051494393,0.00279484532110225,"FGF1/MAP2K1/PIM1",3
"BP","GO:1902895","positive regulation of miRNA transcription","3/48","56/18860",0.0535714285714286,21.0491071428571,7.58973116163597,0.000390107855656396,0.00501450051494393,0.00279484532110225,"STAT3/FOS/HIF1A",3
"BP","GO:0002696","positive regulation of leukocyte activation","6/48","381/18860",0.015748031496063,6.18766404199475,5.16722725202009,0.000391622576506911,0.00501450051494393,0.00279484532110225,"CDKN1A/CTSC/JAK2/PNP/CD38/RIPK2",6
"BP","GO:0007093","mitotic cell cycle checkpoint signaling","4/48","136/18860",0.0294117647058824,11.5563725490196,6.24090124652843,0.000393579982277576,0.00501450051494393,0.00279484532110225,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0010595","positive regulation of endothelial cell migration","4/48","136/18860",0.0294117647058824,11.5563725490196,6.24090124652843,0.000393579982277576,0.00501450051494393,0.00279484532110225,"FGF1/HIF1A/MET/HDAC9",4
"BP","GO:0032612","interleukin-1 production","4/48","136/18860",0.0294117647058824,11.5563725490196,6.24090124652843,0.000393579982277576,0.00501450051494393,0.00279484532110225,"STAT3/JAK2/CASP1/RIPK2",4
"BP","GO:0032652","regulation of interleukin-1 production","4/48","136/18860",0.0294117647058824,11.5563725490196,6.24090124652843,0.000393579982277576,0.00501450051494393,0.00279484532110225,"STAT3/JAK2/CASP1/RIPK2",4
"BP","GO:0036018","cellular response to erythropoietin","2/48","12/18860",0.166666666666667,65.4861111111111,11.2872108417339,0.000411869573783183,0.00508606119830721,0.0028347298600462,"JAK2/MT2A",2
"BP","GO:0046415","urate metabolic process","2/48","12/18860",0.166666666666667,65.4861111111111,11.2872108417339,0.000411869573783183,0.00508606119830721,0.0028347298600462,"ABCG2/PNP",2
"BP","GO:0048012","hepatocyte growth factor receptor signaling pathway","2/48","12/18860",0.166666666666667,65.4861111111111,11.2872108417339,0.000411869573783183,0.00508606119830721,0.0028347298600462,"PTPN1/MET",2
"BP","GO:0060398","regulation of growth hormone receptor signaling pathway","2/48","12/18860",0.166666666666667,65.4861111111111,11.2872108417339,0.000411869573783183,0.00508606119830721,0.0028347298600462,"JAK2/GHR",2
"BP","GO:0070671","response to interleukin-12","2/48","12/18860",0.166666666666667,65.4861111111111,11.2872108417339,0.000411869573783183,0.00508606119830721,0.0028347298600462,"JAK2/RIPK2",2
"BP","GO:1905868","regulation of 3'-UTR-mediated mRNA stabilization","2/48","12/18860",0.166666666666667,65.4861111111111,11.2872108417339,0.000411869573783183,0.00508606119830721,0.0028347298600462,"STAT3/JAK2",2
"BP","GO:0035710","CD4-positive, alpha-beta T cell activation","4/48","138/18860",0.0289855072463768,11.3888888888889,6.187211872493,0.000415969177417098,0.00511047846541006,0.00284833888940279,"SOCS3/STAT3/JAK2/RIPK2",4
"BP","GO:0050878","regulation of body fluid levels","6/48","389/18860",0.0154241645244216,6.06041131105398,5.09422213077763,0.00043724399071497,0.00533320778927557,0.00297247767587269,"SERPINE1/JAK2/EDNRB/HTR4/HIF1A/CCND1",6
"BP","GO:0033002","muscle cell proliferation","5/48","252/18860",0.0198412698412698,7.79596560846561,5.48610427493034,0.000438527883005218,0.00533320778927557,0.00297247767587269,"STAT3/CDKN1A/FOS/JAK2/PIM1",5
"BP","GO:0002286","T cell activation involved in immune response","4/48","142/18860",0.028169014084507,11.0680751173709,6.08307767145553,0.00046345692311279,0.00560806166259094,0.00312566821988261,"SOCS3/STAT3/JAK2/RIPK2",4
"BP","GO:0009895","negative regulation of catabolic process","6/48","394/18860",0.0152284263959391,5.98350253807107,5.04962169389123,0.000467804077935656,0.0056323610983453,0.00313921157562085,"SNCA/STAT3/NQO1/JAK2/BCL2L1/MET",6
"BP","GO:0002003","angiotensin maturation","2/48","13/18860",0.153846153846154,60.448717948718,10.8306748501199,0.000485964696126046,0.00573403306104481,0.00319587871692259,"MME/ANPEP",2
"BP","GO:0014842","regulation of skeletal muscle satellite cell proliferation","2/48","13/18860",0.153846153846154,60.448717948718,10.8306748501199,0.000485964696126046,0.00573403306104481,0.00319587871692259,"STAT3/JAK2",2
"BP","GO:0036017","response to erythropoietin","2/48","13/18860",0.153846153846154,60.448717948718,10.8306748501199,0.000485964696126046,0.00573403306104481,0.00319587871692259,"JAK2/MT2A",2
"BP","GO:0106014","regulation of inflammatory response to wounding","2/48","13/18860",0.153846153846154,60.448717948718,10.8306748501199,0.000485964696126046,0.00573403306104481,0.00319587871692259,"STAT3/ALOX5",2
"BP","GO:0030072","peptide hormone secretion","5/48","258/18860",0.0193798449612403,7.61466408268734,5.40381273987004,0.000488154807937785,0.00573403306104481,0.00319587871692259,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0000086","G2/M transition of mitotic cell cycle","4/48","145/18860",0.0275862068965517,10.8390804597701,6.00766989496701,0.000501524316103699,0.00583415726172805,0.00325168320891033,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0010212","response to ionizing radiation","4/48","145/18860",0.0275862068965517,10.8390804597701,6.00766989496701,0.000501524316103699,0.00583415726172805,0.00325168320891033,"CDKN1A/BLM/BCL2L1/CCND1",4
"BP","GO:0050867","positive regulation of cell activation","6/48","401/18860",0.0149625935162095,5.87905236907731,4.98845483980836,0.000513367717228985,0.00594321857253556,0.00331246882321334,"CDKN1A/CTSC/JAK2/PNP/CD38/RIPK2",6
"BP","GO:0043523","regulation of neuron apoptotic process","5/48","264/18860",0.0189393939393939,7.44160353535354,5.32412998761906,0.000541907513445436,0.00624360426974454,0.00347988959779869,"SNCA/JAK2/HIF1A/BCL2L1/CCND1",5
"BP","GO:0046456","icosanoid biosynthetic process","3/48","63/18860",0.0476190476190476,18.7103174603175,7.11237773881543,0.000551925535264477,0.00628120138784703,0.00350084445248512,"ALOX5/ALOX5AP/CASP1",3
"BP","GO:0048008","platelet-derived growth factor receptor signaling pathway","3/48","63/18860",0.0476190476190476,18.7103174603175,7.11237773881543,0.000551925535264477,0.00628120138784703,0.00350084445248512,"SNCA/JAK2/PTPN1",3
"BP","GO:0003158","endothelium development","4/48","149/18860",0.0268456375838926,10.5480984340045,5.91049679741449,0.000555682176208175,0.00628120138784703,0.00350084445248512,"FGF1/EDNRB/MET/ACVRL1",4
"BP","GO:0002790","peptide secretion","5/48","266/18860",0.018796992481203,7.38565162907268,5.29812366060294,0.000560779459920975,0.00628120138784703,0.00350084445248512,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0002002","regulation of angiotensin levels in blood","2/48","14/18860",0.142857142857143,56.1309523809524,10.4234715000951,0.000566038497160633,0.00628120138784703,0.00350084445248512,"MME/ANPEP",2
"BP","GO:0009214","cyclic nucleotide catabolic process","2/48","14/18860",0.142857142857143,56.1309523809524,10.4234715000951,0.000566038497160633,0.00628120138784703,0.00350084445248512,"PDE5A/PDE8B",2
"BP","GO:0071493","cellular response to UV-B","2/48","14/18860",0.142857142857143,56.1309523809524,10.4234715000951,0.000566038497160633,0.00628120138784703,0.00350084445248512,"CDKN1A/MME",2
"BP","GO:2001171","positive regulation of ATP biosynthetic process","2/48","14/18860",0.142857142857143,56.1309523809524,10.4234715000951,0.000566038497160633,0.00628120138784703,0.00350084445248512,"STAT3/MAP2K1",2
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","4/48","150/18860",0.0266666666666667,10.4777777777778,5.88677885727383,0.000569846316965436,0.00629444922593014,0.00350822817059841,"SNCA/STAT3/ALOX5/CDKN1A",4
"BP","GO:0031663","lipopolysaccharide-mediated signaling pathway","3/48","64/18860",0.046875,18.41796875,7.05045653802406,0.000578037927717674,0.00635577776230209,0.0035424097949533,"CD14/JAK2/RIPK2",3
"BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway","3/48","65/18860",0.0461538461538462,18.1346153846154,6.98992213022605,0.000604928122385855,0.00653213864890197,0.00364070500845865,"HIF1A/CASP1/RIPK2",3
"BP","GO:0032757","positive regulation of interleukin-8 production","3/48","65/18860",0.0461538461538462,18.1346153846154,6.98992213022605,0.000604928122385855,0.00653213864890197,0.00364070500845865,"CD14/STAT3/SERPINE1",3
"BP","GO:1903409","reactive oxygen species biosynthetic process","3/48","65/18860",0.0461538461538462,18.1346153846154,6.98992213022605,0.000604928122385855,0.00653213864890197,0.00364070500845865,"SNCA/STAT3/ALOX5",3
"BP","GO:2000630","positive regulation of miRNA metabolic process","3/48","65/18860",0.0461538461538462,18.1346153846154,6.98992213022605,0.000604928122385855,0.00653213864890197,0.00364070500845865,"STAT3/FOS/HIF1A",3
"BP","GO:0046883","regulation of hormone secretion","5/48","272/18860",0.0183823529411765,7.22273284313725,5.22169787454507,0.000620372885393679,0.00666900851798205,0.00371698979735404,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0072522","purine-containing compound biosynthetic process","5/48","273/18860",0.0183150183150183,7.19627594627595,5.20918628479017,0.000630750209652387,0.0067504289104131,0.00376236967161073,"SNCA/STAT3/PNP/NAMPT/MAP2K1",5
"BP","GO:0061043","regulation of vascular wound healing","2/48","15/18860",0.133333333333333,52.3888888888889,10.0572501009082,0.000652061339927933,0.00691702073368486,0.00385522007144964,"ALOX5/SERPINE1",2
"BP","GO:0070141","response to UV-A","2/48","15/18860",0.133333333333333,52.3888888888889,10.0572501009082,0.000652061339927933,0.00691702073368486,0.00385522007144964,"MME/CCND1",2
"BP","GO:1904375","regulation of protein localization to cell periphery","4/48","158/18860",0.0253164556962025,9.94725738396624,5.70475387254857,0.000692561582265866,0.00731442232498336,0.0040767129149999,"SNCA/MAP2K1/BCL2L1/EPHA3",4
"BP","GO:1903522","regulation of blood circulation","5/48","279/18860",0.017921146953405,7.04151732377539,5.13542095649173,0.000695779809678394,0.00731632219085403,0.00407777181034223,"EDNRB/CD38/MAP2K1/PTPN1/KCNH2",5
"BP","GO:0050708","regulation of protein secretion","5/48","281/18860",0.0177935943060498,6.99139976275208,5.11131627001706,0.000718535286996723,0.00744572489445997,0.00414989475451847,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0010812","negative regulation of cell-substrate adhesion","3/48","69/18860",0.0434782608695652,17.0833333333333,6.76064490869199,0.00072045427757856,0.00744572489445997,0.00414989475451847,"SERPINE1/PTPN1/ACVRL1",3
"BP","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","3/48","69/18860",0.0434782608695652,17.0833333333333,6.76064490869199,0.00072045427757856,0.00744572489445997,0.00414989475451847,"SNCA/SERPINE1/MET",3
"BP","GO:0048645","animal organ formation","3/48","69/18860",0.0434782608695652,17.0833333333333,6.76064490869199,0.00072045427757856,0.00744572489445997,0.00414989475451847,"FGF1/MAP2K1/PIM1",3
"BP","GO:0001890","placenta development","4/48","160/18860",0.025,9.82291666666667,5.66126949550563,0.00072594812311065,0.00747044051474549,0.00416367007182222,"SOCS3/MME/HIF1A/MAP2K1",4
"BP","GO:0001701","in utero embryonic development","6/48","429/18860",0.013986013986014,5.495337995338,4.7575023497201,0.00073133131430727,0.00749381193554003,0.00417669619593178,"SOCS3/CDKN1A/HIF1A/MAP2K1/BCL2L1/ACVRL1",6
"BP","GO:0003018","vascular process in circulatory system","5/48","283/18860",0.0176678445229682,6.94199057714959,5.08744643790933,0.000741844433365441,0.00749607069265099,0.00417795512027016,"ABCG2/EDNRB/SLC2A1/CD38/MAP2K1",5
"BP","GO:0030810","positive regulation of nucleotide biosynthetic process","2/48","16/18860",0.125,49.1145833333333,9.72551564139557,0.000744003694162619,0.00749607069265099,0.00417795512027016,"STAT3/MAP2K1",2
"BP","GO:0051412","response to corticosterone","2/48","16/18860",0.125,49.1145833333333,9.72551564139557,0.000744003694162619,0.00749607069265099,0.00417795512027016,"FOS/CCND1",2
